序号,代码,名称,市场代码简称,最新价(元) 10:29,涨跌幅(%) 10:29,区间涨跌幅(%) 2026.08.06 - 2026.08.12,区间涨跌幅(%) 2026.05.20 - 2026.08.12,市盈率(TTM)(倍) 2026.08.12,市净率(倍) 2026.08.12,换手率(%) 10:29,收盘价(日线不复权)(元) 10:29,证券类型,涨跌额(元) 10:29,最高价(元) 10:29,最低价(元) 10:29,量比 10:29,成交量(股) 10:29,成交额(元) 10:29,市盈率(动)(倍) 2026.08.12,总市值(元) 2026.08.12,流通市值(元) 2026.08.12,CHOICE_INNER_CODE,CHG<70>{2026-08-12},IN_OPTIONAL
1,300872,天阳科技,SZ,15.99,1.01,-5.33,-23.82,-49.97,2.1018,1.38,15.99,A股,0.160,16.36,15.74,1.67,582.98万,9375.78万,258.76,78.05亿,67.48亿,1001899045,1.01,False
